referrer,views_total,views_unique
academic.oup.com,13,2
metatraits.embl.de,11,4
Google,8,6
github.com,2,2
Bing,1,1
search.brave.com,1,1
xn--xcrv89eq1be86b.xn--fiqs8s,1,1
