referrer,views_total,views_unique
metatraits.embl.de,10,8
academic.oup.com,8,5
Google,7,4
github.com,3,3
Bing,2,1
clowm.bi.denbi.de,1,1
ecosia.org,1,1
zenodo.org,1,1
