time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-11 00:00:00+00:00,3,3,16,6
2026-02-12 00:00:00+00:00,19,11,19,1
2026-02-13 00:00:00+00:00,5,4,4,4
2026-02-14 00:00:00+00:00,10,6,2,2
2026-02-15 00:00:00+00:00,12,8,0,0
2026-02-16 00:00:00+00:00,15,11,0,0
2026-02-17 00:00:00+00:00,10,5,3,2
2026-02-18 00:00:00+00:00,14,6,2,2
2026-02-19 00:00:00+00:00,30,13,11,3
2026-02-20 00:00:00+00:00,19,8,0,0
2026-02-21 00:00:00+00:00,19,11,4,2
2026-02-22 00:00:00+00:00,21,12,4,4
2026-02-23 00:00:00+00:00,16,12,7,2
2026-02-24 00:00:00+00:00,6,6,2,2
