time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-19 00:00:00+00:00,30,13,11,3
2026-02-20 00:00:00+00:00,19,8,0,0
2026-02-21 00:00:00+00:00,19,11,4,2
2026-02-22 00:00:00+00:00,21,12,4,4
2026-02-23 00:00:00+00:00,16,12,7,2
2026-02-24 00:00:00+00:00,6,6,2,2
2026-02-25 00:00:00+00:00,22,12,2,2
2026-02-26 00:00:00+00:00,20,11,4,2
2026-02-27 00:00:00+00:00,16,7,0,0
2026-02-28 00:00:00+00:00,6,5,4,4
2026-03-01 00:00:00+00:00,10,5,2,2
2026-03-02 00:00:00+00:00,11,6,2,2
2026-03-03 00:00:00+00:00,13,5,1,1
2026-03-04 00:00:00+00:00,16,7,14,5
