referrer,views_total,views_unique
academic.oup.com,13,2
metatraits.embl.de,12,5
Google,7,5
github.com,2,2
Bing,1,1
search.brave.com,1,1
xn--xcrv89eq1be86b.xn--fiqs8s,1,1
