url_path,views_total,views_unique
/grp-bork/porTraits,19,13
/grp-bork/porTraits/blob/main/.github/workflows/github-repo-stats.yml,2,2
/grp-bork/porTraits/tree/main/.github/workflows,2,2
/grp-bork/porTraits/tree/main,2,1
/grp-bork/porTraits/blob/main/LICENSE,1,1
/grp-bork/porTraits/blob/main/config/params.yml,1,1
/grp-bork/porTraits/blob/main/main.nf,1,1
/grp-bork/porTraits/blob/main/nextflow.config,1,1
/grp-bork/porTraits/blob/main/nextflow_schema.json,1,1
/grp-bork/porTraits/releases/tag/v0.2.0,1,1
